0,21.5936388889
0.25,21.5936388889
0.5,21.6219583333
0.75,21.6323194444
1,21.6432638889
1.25,21.6548194444
1.5,21.6669444444
1.75,21.6796666667
2,21.6929722222
2.25,21.706875
2.5,21.7213611111
2.75,21.7364305556
3,21.7520972222
3.25,21.7683472222
3.5,21.7851944444
3.75,21.802625
4,21.8206388889
4.25,21.83925
4.5,21.8584583333
4.75,21.8782361111
5,21.8986111111
5.25,21.9195833333
5.5,21.9411388889
5.75,21.9632777778
6,21.9860138889
6.25,22.0093333333
6.5,22.03325
6.75,22.05775
7,22.0828333333
7.25,22.1085138889
7.5,22.1347777778
7.75,22.1616388889
8,22.1890833333
8.25,22.217125
8.5,22.24575
8.75,22.2749583333
9,22.3047638889
9.25,22.3351666667
9.5,22.3661527778
9.75,22.3977222222
10,22.4298888889
10.25,22.4626388889
10.5,22.4792916667
10.75,22.4856111111
11,22.4887777778
11.25,22.4919583333
11.5,22.4953333333
11.75,22.4976944444
12,22.4971944444
12.25,22.4920416667
12.5,22.4822222222
12.75,22.4716666667
13,22.4677361111
13.25,22.4738611111
13.5,22.476625
13.75,22.4419861111
14,22.3504583333
14.25,22.2896527778
14.5,22.5361111111
14.75,23.3660277778
15,24.1310972222
15.25,24.8312916667
15.5,25.4666111111
15.75,26.0370833333
16,26.5426805556
16.25,26.9834166667
16.5,27.35675
16.75,27.6626666667
17,27.9011527778
17.25,28.0722083333
17.5,28.1758333333
17.75,28.2120416667
18,28.1808194444
18.25,28.0821666667
18.5,27.9160833333
18.75,27.6825833333
19,27.3816527778
19.25,27.0132916667
19.5,26.5775
19.75,26.0742916667
20,25.504625
20.25,24.9282777778
20.5,24.3695555556
20.75,23.846
21,23.3695555556
21.25,22.9475277778
21.5,22.583625
21.75,22.2787222222
22,22.0316388889
22.25,21.8396944444
22.5,21.6992361111
22.75,21.6060277778
23,21.5554861111
23.25,21.5399305556
23.5,21.5342361111
23.75,21.5305972222
24,21.5275555556
24.25,21.5252638889
24.5,21.5240555556
