0,21.2177222222
0.25,21.4404027778
0.5,21.4986666667
0.75,21.4919722222
1,21.4810416667
1.25,21.4921527778
1.5,21.528375
1.75,21.5916944444
2,21.682125
2.25,21.7996666667
2.5,21.9443055556
2.75,22.0694722222
3,22.1625972222
3.25,22.2282222222
3.5,22.2766388889
3.75,22.3178055556
4,22.3592361111
4.25,22.4062222222
4.5,22.4620416667
4.75,22.5273194444
5,22.5978611111
5.25,22.6627083333
5.5,22.7054444444
5.75,22.7131111111
6,22.6954444444
6.25,22.7103888889
6.5,22.878125
6.75,23.3460833333
7,24.1441111111
7.25,24.8778055556
7.5,25.5471527778
7.75,26.1521527778
8,26.6928194444
8.25,27.1691527778
8.5,27.5811388889
8.75,27.9287777778
9,28.2120833333
9.25,28.4310555556
9.5,28.5856666667
9.75,28.6759583333
10,28.7018888889
10.25,28.6634861111
10.5,28.56075
10.75,28.3936527778
11,28.1622222222
11.25,27.8664444444
11.5,27.5063333333
11.75,27.0818611111
12,26.5930555556
12.25,26.0403194444
12.5,25.5118472222
12.75,25.0312916667
13,24.6146111111
13.25,24.2711527778
13.5,24.0043333333
13.75,23.8124305556
14,23.6889861111
14.25,23.623125
14.5,23.623125
14.75,23.623125
15,23.623125
