0,21.4932222222
0.25,21.595
0.5,21.5956388889
0.75,21.6259166667
1,21.6858055556
1.25,21.7753194444
1.5,21.8944583333
1.75,22.0432222222
2,22.2216111111
2.25,22.429625
2.5,22.6672638889
2.75,22.8590416667
3,23.0029583333
3.25,23.1204305556
3.5,23.2312777778
3.75,23.3463472222
4,23.4687916667
4.25,23.5970138889
4.5,23.7262222222
4.75,23.8495138889
5,23.9606805556
5.25,24.0611527778
5.5,24.1681944444
5.75,24.3136666667
6,24.5160277778
6.25,24.7142222222
6.5,24.6921666667
6.75,24.110625
7,22.8535972222
7.25,21.9586666667
7.5,21.4258472222
7.75,21.2344583333
8,21.2163472222
8.25,21.2526666667
8.5,21.2904166667
8.75,21.3138888889
9,21.3234722222
9.25,21.3241944444
9.5,21.3206388889
9.75,21.3161666667
10,21.3127222222
10.25,21.3106666667
10.5,21.3098333333
10.75,21.3097638889
11,21.3099305556
11.25,21.3097916667
11.5,21.3089861111
11.75,21.3081388889
12,21.3105972222
12.25,21.3267638889
12.5,21.3463055556
12.75,21.3660555556
13,21.3855972222
13.25,21.4053055556
13.5,21.4255416667
13.75,21.44675
14,21.4689861111
14.25,21.4910972222
14.5,21.5085138889
14.75,21.5085138889
15,21.5085138889
