0,-0.105
1,-0.105
2,-0.109625
3,-0.135
4,-0.136512
5,-0.166512
6,-0.169625
7,-0.169625
8,-0.307576
9,-0.339137
10,-0.454787
11,-0.454787
12,-0.480202
13,-0.480202
14,-0.480202
15,-0.551024
